split_blocking_group_id,benchmark_positive_herb_ids,benchmark_context_only_herb_ids,benchmark_ineligible_herb_ids,positive_member_count,context_only_member_count,mixed_positive_context_group,compound_context_present_member_count,future_context_closure_rule,training_graph_implication,validation_graph_implication,test_graph_implication
HBG_102f0062f0a8,H1132,,,1,0,False,1,ALL_GROUP_HERBS_INHERIT_ONE_FUTURE_GROUP_PLACEMENT,"If placed on the train side, positive herbs provide supervision and context-only members may remain as train-side context; nodes, labels, and features remain distinct.","If placed on validation, every group herb and every incident herb-context edge is excluded from the training graph; only validation labels support model selection.","If placed on test, every group herb and every incident herb-context edge is excluded from training; labels were originally transferred to a sealed payload and never tuned the model; in v1.2 they are public but remain ineligible for tuning."
HBG_102f866d9510,,H0362,,0,1,False,1,CONTEXT_ONLY_EXCLUDED_FROM_FORMAL_SPLIT,Excluded from the formal training graph by default.,Not included in formal validation ratio or evaluation.,Not included in formal test ratio or sealed payload.
HBG_1068856da35d,H1140;H1141,,,2,0,False,2,ALL_GROUP_HERBS_INHERIT_ONE_FUTURE_GROUP_PLACEMENT,"If placed on the train side, positive herbs provide supervision and context-only members may remain as train-side context; nodes, labels, and features remain distinct.","If placed on validation, every group herb and every incident herb-context edge is excluded from the training graph; only validation labels support model selection.","If placed on test, every group herb and every incident herb-context edge is excluded from training; labels were originally transferred to a sealed payload and never tuned the model; in v1.2 they are public but remain ineligible for tuning."
HBG_107f6ad73c18,H0763,,,1,0,False,1,ALL_GROUP_HERBS_INHERIT_ONE_FUTURE_GROUP_PLACEMENT,"If placed on the train side, positive herbs provide supervision and context-only members may remain as train-side context; nodes, labels, and features remain distinct.","If placed on validation, every group herb and every incident herb-context edge is excluded from the training graph; only validation labels support model selection.","If placed on test, every group herb and every incident herb-context edge is excluded from training; labels were originally transferred to a sealed payload and never tuned the model; in v1.2 they are public but remain ineligible for tuning."
HBG_11be7b052bde,,H0372,,0,1,False,1,CONTEXT_ONLY_EXCLUDED_FROM_FORMAL_SPLIT,Excluded from the formal training graph by default.,Not included in formal validation ratio or evaluation.,Not included in formal test ratio or sealed payload.
HBG_11f2a588f305,H1076,,,1,0,False,1,ALL_GROUP_HERBS_INHERIT_ONE_FUTURE_GROUP_PLACEMENT,"If placed on the train side, positive herbs provide supervision and context-only members may remain as train-side context; nodes, labels, and features remain distinct.","If placed on validation, every group herb and every incident herb-context edge is excluded from the training graph; only validation labels support model selection.","If placed on test, every group herb and every incident herb-context edge is excluded from training; labels were originally transferred to a sealed payload and never tuned the model; in v1.2 they are public but remain ineligible for tuning."
HBG_123c28dcb2a4,H1056,,,1,0,False,1,ALL_GROUP_HERBS_INHERIT_ONE_FUTURE_GROUP_PLACEMENT,"If placed on the train side, positive herbs provide supervision and context-only members may remain as train-side context; nodes, labels, and features remain distinct.","If placed on validation, every group herb and every incident herb-context edge is excluded from the training graph; only validation labels support model selection.","If placed on test, every group herb and every incident herb-context edge is excluded from training; labels were originally transferred to a sealed payload and never tuned the model; in v1.2 they are public but remain ineligible for tuning."
HBG_12730193310a,H0896,,,1,0,False,1,ALL_GROUP_HERBS_INHERIT_ONE_FUTURE_GROUP_PLACEMENT,"If placed on the train side, positive herbs provide supervision and context-only members may remain as train-side context; nodes, labels, and features remain distinct.","If placed on validation, every group herb and every incident herb-context edge is excluded from the training graph; only validation labels support model selection.","If placed on test, every group herb and every incident herb-context edge is excluded from training; labels were originally transferred to a sealed payload and never tuned the model; in v1.2 they are public but remain ineligible for tuning."
HBG_12f5b18a1706,,H0376,,0,1,False,1,CONTEXT_ONLY_EXCLUDED_FROM_FORMAL_SPLIT,Excluded from the formal training graph by default.,Not included in formal validation ratio or evaluation.,Not included in formal test ratio or sealed payload.
HBG_13183e8a372a,H1143,,,1,0,False,1,ALL_GROUP_HERBS_INHERIT_ONE_FUTURE_GROUP_PLACEMENT,"If placed on the train side, positive herbs provide supervision and context-only members may remain as train-side context; nodes, labels, and features remain distinct.","If placed on validation, every group herb and every incident herb-context edge is excluded from the training graph; only validation labels support model selection.","If placed on test, every group herb and every incident herb-context edge is excluded from training; labels were originally transferred to a sealed payload and never tuned the model; in v1.2 they are public but remain ineligible for tuning."
HBG_134da396d8d5,,H0071,,0,1,False,1,CONTEXT_ONLY_EXCLUDED_FROM_FORMAL_SPLIT,Excluded from the formal training graph by default.,Not included in formal validation ratio or evaluation.,Not included in formal test ratio or sealed payload.
HBG_13fc924be3e1,,H0045,,0,1,False,1,CONTEXT_ONLY_EXCLUDED_FROM_FORMAL_SPLIT,Excluded from the formal training graph by default.,Not included in formal validation ratio or evaluation.,Not included in formal test ratio or sealed payload.
HBG_1431584e10f4,H0995,,,1,0,False,1,ALL_GROUP_HERBS_INHERIT_ONE_FUTURE_GROUP_PLACEMENT,"If placed on the train side, positive herbs provide supervision and context-only members may remain as train-side context; nodes, labels, and features remain distinct.","If placed on validation, every group herb and every incident herb-context edge is excluded from the training graph; only validation labels support model selection.","If placed on test, every group herb and every incident herb-context edge is excluded from training; labels were originally transferred to a sealed payload and never tuned the model; in v1.2 they are public but remain ineligible for tuning."
HBG_145cbe84d77d,,H0317,,0,1,False,1,CONTEXT_ONLY_EXCLUDED_FROM_FORMAL_SPLIT,Excluded from the formal training graph by default.,Not included in formal validation ratio or evaluation.,Not included in formal test ratio or sealed payload.
HBG_147057346d5e,H0937,,,1,0,False,1,ALL_GROUP_HERBS_INHERIT_ONE_FUTURE_GROUP_PLACEMENT,"If placed on the train side, positive herbs provide supervision and context-only members may remain as train-side context; nodes, labels, and features remain distinct.","If placed on validation, every group herb and every incident herb-context edge is excluded from the training graph; only validation labels support model selection.","If placed on test, every group herb and every incident herb-context edge is excluded from training; labels were originally transferred to a sealed payload and never tuned the model; in v1.2 they are public but remain ineligible for tuning."
HBG_14b29dc5cab4,,H0533,,0,1,False,1,CONTEXT_ONLY_EXCLUDED_FROM_FORMAL_SPLIT,Excluded from the formal training graph by default.,Not included in formal validation ratio or evaluation.,Not included in formal test ratio or sealed payload.
HBG_14deb49af05a,,H0115,,0,1,False,1,CONTEXT_ONLY_EXCLUDED_FROM_FORMAL_SPLIT,Excluded from the formal training graph by default.,Not included in formal validation ratio or evaluation.,Not included in formal test ratio or sealed payload.
HBG_15021dd7a4db,H1048,,,1,0,False,1,ALL_GROUP_HERBS_INHERIT_ONE_FUTURE_GROUP_PLACEMENT,"If placed on the train side, positive herbs provide supervision and context-only members may remain as train-side context; nodes, labels, and features remain distinct.","If placed on validation, every group herb and every incident herb-context edge is excluded from the training graph; only validation labels support model selection.","If placed on test, every group herb and every incident herb-context edge is excluded from training; labels were originally transferred to a sealed payload and never tuned the model; in v1.2 they are public but remain ineligible for tuning."
HBG_1527ed3e5cf7,,H0406,,0,1,False,1,CONTEXT_ONLY_EXCLUDED_FROM_FORMAL_SPLIT,Excluded from the formal training graph by default.,Not included in formal validation ratio or evaluation.,Not included in formal test ratio or sealed payload.
HBG_155729ed5825,H1175,,,1,0,False,1,ALL_GROUP_HERBS_INHERIT_ONE_FUTURE_GROUP_PLACEMENT,"If placed on the train side, positive herbs provide supervision and context-only members may remain as train-side context; nodes, labels, and features remain distinct.","If placed on validation, every group herb and every incident herb-context edge is excluded from the training graph; only validation labels support model selection.","If placed on test, every group herb and every incident herb-context edge is excluded from training; labels were originally transferred to a sealed payload and never tuned the model; in v1.2 they are public but remain ineligible for tuning."
HBG_1565a9dfb95a,,H0321,,0,1,False,1,CONTEXT_ONLY_EXCLUDED_FROM_FORMAL_SPLIT,Excluded from the formal training graph by default.,Not included in formal validation ratio or evaluation.,Not included in formal test ratio or sealed payload.
HBG_163f3d4f3449,,H0255,,0,1,False,1,CONTEXT_ONLY_EXCLUDED_FROM_FORMAL_SPLIT,Excluded from the formal training graph by default.,Not included in formal validation ratio or evaluation.,Not included in formal test ratio or sealed payload.
HBG_16be65383c64,,H0297,,0,1,False,1,CONTEXT_ONLY_EXCLUDED_FROM_FORMAL_SPLIT,Excluded from the formal training graph by default.,Not included in formal validation ratio or evaluation.,Not included in formal test ratio or sealed payload.
